Country,Year,Type,Value,Sector,Dept,Programme,Name,Notes,Change,
Papua New Guinea,2013,aggr,5617.6,Administration,203,2037,Printing and Information Dissemination,,,
Papua New Guinea,2013,aggr,71015.0,Administration,203,2038,Economic and Infrastructure Development Schemes,,,
Papua New Guinea,2014,aggr,31184.3,Administration,203,2031,National Policy Formulation and Co-ordination Services,,,
Papua New Guinea,2014,aggr,14437.5,Administration,203,2032,Support to Prime Minister,,,
Papua New Guinea,2014,aggr,17033.9,Administration,203,2033,Ministerial Services,,,
Papua New Guinea,2014,aggr,12447.9,Administration,203,2034,General Administrative Services,,,
Papua New Guinea,2014,aggr,27700.0,Administration,203,2035,Community College,,,
Papua New Guinea,2014,aggr,59200.0,Administration,203,2036,South Pacific Games 2015,,,
Papua New Guinea,2014,aggr,5617.6,Administration,203,2037,Printing and Information Dissemination,,,
Papua New Guinea,2014,aggr,21715.0,Administration,203,2038,Economic and Infrastructure Development Schemes,,,
Papua New Guinea,2013,aggr,6092.8,Administration,204,,National Statistical Office ,,-0.1,
Papua New Guinea,2012,aggr,6556.1,Administration,204,,National Statistical Office ,,,
Papua New Guinea,2014,aggr,6008.1,Administration,204,,National Statistical Office ,,0.0,
Papua New Guinea,2012,aggr,2445.3,Administration,204,2041,Economic Statistics,,,
Papua New Guinea,2012,aggr,1175.0,Administration,204,2042,Population & Social Statistics,,,
Papua New Guinea,2012,aggr,2935.8,Administration,204,2043,Corporate Services,,,
Papua New Guinea,2013,aggr,1708.6,Administration,204,2041,Economic Statistics,,,
Papua New Guinea,2013,aggr,924.6,Administration,204,2042,Population & Social Statistics,,,
Papua New Guinea,2013,aggr,3459.6,Administration,204,2043,Corporate Services,,,
Papua New Guinea,2014,aggr,1657.4,Administration,204,2041,Economic Statistics,,,
Papua New Guinea,2014,aggr,1222.5,Administration,204,2042,Population & Social Statistics,,,
Papua New Guinea,2014,aggr,3128.2,Administration,204,2043,Corporate Services,,,
Papua New Guinea,2013,aggr,3256.0,Administration,205,,Office of Bougainville Affairs,,-0.3,
Papua New Guinea,2012,aggr,4496.2,Administration,205,,Office of Bougainville Affairs,,,
Papua New Guinea,2014,aggr,3293.7,Administration,205,,Office of Bougainville Affairs,,0.0,
Papua New Guinea,2013,aggr,49382.0,Administration,206,,Department of Finance,,0.5,
Papua New Guinea,2012,aggr,33849.7,Administration,206,,Department of Finance,,,
Papua New Guinea,2014,aggr,52326.2,Administration,206,,Department of Finance,,0.1,
Papua New Guinea,2012,aggr,8121.0,Administration,206,2061,General Administration,,,
Papua New Guinea,2012,aggr,337.4,Administration,206,2062,Ministerial Services,,,
Papua New Guinea,2012,aggr,25391.3,Administration,206,2063,Treasury Operations,,,
Papua New Guinea,2012,aggr,0.0,Administration,206,2064,UN Assistance to Governance,,,
Papua New Guinea,2013,aggr,13070.3,Administration,206,2061,General Administration,,,
Papua New Guinea,2013,aggr,250.0,Administration,206,2062,Ministerial Services,,,
Papua New Guinea,2013,aggr,28853.7,Administration,206,2063,Treasury Operations,,,
Papua New Guinea,2013,aggr,7208.0,Administration,206,2064,UN Assistance to Governance,,,
Papua New Guinea,2014,aggr,15400.4,Administration,206,2061,General Administration,,,
Papua New Guinea,2014,aggr,256.3,Administration,206,2062,Ministerial Services,,,
Papua New Guinea,2014,aggr,28559.5,Administration,206,2063,Treasury Operations,,,
Papua New Guinea,2014,aggr,8110.0,Administration,206,2064,UN Assistance to Governance,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2071,Primary Health and Hospital Services,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2072,Free Primary Healthcare,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2073,Hospital Design for Central & Hela Provinces,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2074,Outstanding Allowances for Health Extension Officers,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2075,"Provincial Health Authorities (Milne Bay, EHP,WHP)",,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2076,Hospital Management Services Awards- different Health Worker,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2077,Kunjip Hospital Redevelopment,,,
Papua New Guinea,2013,aggr,0.0, Health ,207,2071,Primary Health and Hospital Services,,,
Papua New Guinea,2013,aggr,20000.0, Health ,207,2072,Free Primary Healthcare,,,
Papua New Guinea,2013,aggr,0.0, Health ,207,2073,Hospital Design for Central & Hela Provinces,,,
Papua New Guinea,2013,aggr,20100.0, Health ,207,2074,Outstanding Allowances for Health Extension Officers,,,
Papua New Guinea,2013,aggr,25000.0, Health ,207,2075,"Provincial Health Authorities (Milne Bay, EHP,WHP)",,,
Papua New Guinea,2013,aggr,30000.0, Health ,207,2076,Hospital Management Services Awards- different Health Worker,,,
Papua New Guinea,2013,aggr,0.0, Health ,207,2077,Kunjip Hospital Redevelopment,,,
Papua New Guinea,2014,aggr,31300.0, Health ,207,2071,Primary Health and Hospital Services,,,
Papua New Guinea,2014,aggr,20000.0, Health ,207,2072,Free Primary Healthcare,,,
Papua New Guinea,2014,aggr,8000.0, Health ,207,2073,Hospital Design for Central & Hela Provinces,,,
Papua New Guinea,2014,aggr,, Health ,207,2074,Outstanding Allowances for Health Extension Officers,,,
Papua New Guinea,2014,aggr,15000.0, Health ,207,2075,"Provincial Health Authorities (Milne Bay, EHP,WHP)",,,
Papua New Guinea,2014,aggr,, Health ,207,2076,Hospital Management Services Awards- different Health Worker,,,
Papua New Guinea,2014,aggr,4000.0, Health ,207,2077,Kunjip Hospital Redevelopment,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,78300.0, Health ,207,,Treasury and Finance Misc,,-0.2,
Papua New Guinea,2013,aggr,95100.0, Health ,207,,Treasury and Finance Misc,,0.0,
Papua New Guinea,2012,aggr,0.0,Education,207, ,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Education,207,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,3000.0,Education,207,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,1583200.0,Administration,207,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,,Treasury and Finance Misc.,,,
Papua New Guinea,2013,aggr,0.0,Provinces,207,,Treasury and Finance Misc.,,,
Papua New Guinea,2013,aggr,0.0,Infrastructure,207,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Law & Order,207,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Social,207,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Administration,207,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,1130200.0,Administration,207,,Treasury and Finance Misc,,6.4,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,,Treasury and Finance Misc.,,,
Papua New Guinea,2014,aggr,80200.0,Economic/Agriculture,207,,Treasury and Finance Misc.,,,
Papua New Guinea,2012,aggr,0.0,Provinces,207,,Treasury and Finance Misc.,,,
Papua New Guinea,2014,aggr,15000.0,Provinces,207,,Treasury and Finance Misc.,,,
Papua New Guinea,2012,aggr,0.0,Infrastructure,207,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,20000.0,Infrastructure,207,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Law & Order,207,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,219000.0,Law & Order,207,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Social,207,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,20000.0,Social,207,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2071,Agriculture Commercialisation Equity Fund,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2072,Outstanding MOA-NOGOLI agreement,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2073,Petroleum & Energy LNG Support,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2074,SGS (Log Monitoring) Payment to National Forest,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2075,Timber Royalty Payment,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2071,Agriculture Commercialisation Equity Fund,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2072,Outstanding MOA-NOGOLI agreement,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2073,Petroleum & Energy LNG Support,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2074,SGS (Log Monitoring) Payment to National Forest,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2075,Timber Royalty Payment,,,
Papua New Guinea,2014,aggr,40000.0,Economic/Agriculture,207,2071,Agriculture Commercialisation Equity Fund,,,
Papua New Guinea,2014,aggr,15000.0,Economic/Agriculture,207,2072,Outstanding MOA-NOGOLI agreement,,,
Papua New Guinea,2014,aggr,5000.0,Economic/Agriculture,207,2073,Petroleum & Energy LNG Support,,,
Papua New Guinea,2014,aggr,6700.0,Economic/Agriculture,207,2074,SGS (Log Monitoring) Payment to National Forest,,,
Papua New Guinea,2014,aggr,5000.0,Economic/Agriculture,207,2075,Timber Royalty Payment,,,
Papua New Guinea,2013,aggr,198976.3,Administration,208,,Department of Treasury,,0.1,
Papua New Guinea,2012,aggr,187475.4,Administration,208,,Department of Treasury,,,
Papua New Guinea,2014,aggr,220498.5,Administration,208,,Department of Treasury,,0.1,
Papua New Guinea,2012,aggr,0.0,Administration,208,2081,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2012,aggr,120000.0,Administration,208,20812,Infrastructure Development Grant,,,
Papua New Guinea,2012,aggr,50000.0,Administration,208,20813,High Impact Roads Feasibility Study (UBSA),,,
Papua New Guinea,2012,aggr,1000.0,Administration,208,20814,Micro Finance Expansion Project,,,
Papua New Guinea,2012,aggr,0.0,Administration,208,20815,PNG Microfinance Expansion Project,,,
Papua New Guinea,2012,aggr,1502.7,Administration,208,2083,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2012,aggr,6085.4,Administration,208,2084,Sectoral Policy Analysis and Government Budgeting,,,
Papua New Guinea,2012,aggr,5803.2,Administration,208,2085,General Administration,,,
Papua New Guinea,2012,aggr,3084.1,Administration,208,2086,Treasury Operations,,,
Papua New Guinea,2013,aggr,0.0,Administration,208,2081,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2013,aggr,120000.0,Administration,208,20812,Infrastructure Development Grant,,,
Papua New Guinea,2013,aggr,50000.0,Administration,208,20813,High Impact Roads Feasibility Study (UBSA),,,
Papua New Guinea,2013,aggr,6534.0,Administration,208,20814,Micro Finance Expansion Project,,,
Papua New Guinea,2013,aggr,3637.0,Administration,208,20815,PNG Microfinance Expansion Project,,,
Papua New Guinea,2013,aggr,2076.6,Administration,208,2083,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2013,aggr,6298.9,Administration,208,2084,Sectoral Policy Analysis and Government Budgeting,,,
Papua New Guinea,2013,aggr,4822.9,Administration,208,2085,General Administration,,,
Papua New Guinea,2013,aggr,5606.9,Administration,208,2086,Treasury Operations,,,
Papua New Guinea,2014,aggr,1474.2,Administration,208,2081,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2014,aggr,120000.0,Administration,208,20812,Infrastructure Development Grant,,,
Papua New Guinea,2014,aggr,50000.0,Administration,208,20813,High Impact Roads Feasibility Study (UBSA),,,
Papua New Guinea,2014,aggr,21552.0,Administration,208,20814,Micro Finance Expansion Project,,,
Papua New Guinea,2014,aggr,3934.0,Administration,208,20815,PNG Microfinance Expansion Project,,,
Papua New Guinea,2014,aggr,5651.4,Administration,208,2083,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2014,aggr,6876.6,Administration,208,2084,Sectoral Policy Analysis and Government Budgeting,,,
Papua New Guinea,2014,aggr,5278.4,Administration,208,2085,General Administration,,,
Papua New Guinea,2014,aggr,5731.9,Administration,208,2086,Treasury Operations,,,
Papua New Guinea,2013,aggr,7451.9,Administration,209,,Registrar For Politcal Parties,,0.1,
Papua New Guinea,2012,aggr,6867.7,Administration,209,,Registrar For Politcal Parties,,,
Papua New Guinea,2014,aggr,7472.3,Administration,209,,Registrar For Politcal Parties,,0.0,
Papua New Guinea,2013,aggr,44262.0,Administration,211,,PNG Customs Service,,0.0,
Papua New Guinea,2012,aggr,44907.2,Administration,211,,PNG Customs Service,,,
Papua New Guinea,2014,aggr,63498.2,Administration,211,,PNG Customs Service,,0.4,
Papua New Guinea,2012,aggr,1396.1,Administration,211,2111,Commercial Trade and Compliance,,,
Papua New Guinea,2012,aggr,1892.0,Administration,211,2112,Enforcement,,,
Papua New Guinea,2012,aggr,3549.1,Administration,211,2113,Southern Region,,,
Papua New Guinea,2012,aggr,2976.3,Administration,211,2114,Northern Region,,,
Papua New Guinea,2012,aggr,2395.8,Administration,211,2115,Islands Region,,,
Papua New Guinea,2012,aggr,2191.8,Administration,211,2116,Information and Communication Technology,,,
Papua New Guinea,2012,aggr,445.4,Administration,211,2117,PNG Customs Modernisation Services,,,
Papua New Guinea,2012,aggr,2869.3,Administration,211,2118,Executive Unit,,,
Papua New Guinea,2012,aggr,711.2,Administration,211,2119,Office Of Commissioner,,,
Papua New Guinea,2012,aggr,5837.4,Administration,211,21191,Corporate Services,,,
Papua New Guinea,2012,aggr,827.7,Administration,211,21192,Border Management,,,
Papua New Guinea,2012,aggr,427.6,Administration,211,21193,Internal Audits,,,
Papua New Guinea,2012,aggr,375.7,Administration,211,21194,Internal Affairs,,,
Papua New Guinea,2012,aggr,1311.8,Administration,211,21195,Container Examination Facility,,,
Papua New Guinea,2012,aggr,10000.0,Administration,211,21196,Customs Container Scanning Equipment Purchase,,,
Papua New Guinea,2012,aggr,7700.0,Administration,211,21197,Customs Institutional Housing,,,
Papua New Guinea,2012,aggr,0.0,Administration,211,21198,Automated System for Customs Data (ASYCUDA),,,
Papua New Guinea,2013,aggr,2346.9,Administration,211,2111,Commercial Trade and Compliance,,,
Papua New Guinea,2013,aggr,2952.4,Administration,211,2112,Enforcement,,,
Papua New Guinea,2013,aggr,5484.1,Administration,211,2113,Southern Region,,,
Papua New Guinea,2013,aggr,5031.6,Administration,211,2114,Northern Region,,,
Papua New Guinea,2013,aggr,3541.3,Administration,211,2115,Islands Region,,,
Papua New Guinea,2013,aggr,3556.8,Administration,211,2116,Information and Communication Technology,,,
Papua New Guinea,2013,aggr,690.4,Administration,211,2117,PNG Customs Modernisation Services,,,
Papua New Guinea,2013,aggr,2540.7,Administration,211,2118,Executive Unit,,,
Papua New Guinea,2013,aggr,889.8,Administration,211,2119,Office Of Commissioner,,,
Papua New Guinea,2013,aggr,4410.0,Administration,211,21191,Corporate Services,,,
Papua New Guinea,2013,aggr,1256.5,Administration,211,21192,Border Management,,,
Papua New Guinea,2013,aggr,938.3,Administration,211,21193,Internal Audits,,,
Papua New Guinea,2013,aggr,678.8,Administration,211,21194,Internal Affairs,,,
Papua New Guinea,2013,aggr,1944.4,Administration,211,21195,Container Examination Facility,,,
Papua New Guinea,2013,aggr,5000.0,Administration,211,21196,Customs Container Scanning Equipment Purchase,,,
Papua New Guinea,2013,aggr,3000.0,Administration,211,21197,Customs Institutional Housing,,,
Papua New Guinea,2013,aggr,0.0,Administration,211,21198,Automated System for Customs Data (ASYCUDA),,,
Papua New Guinea,2014,aggr,2661.2,Administration,211,2111,Commercial Trade and Compliance,,,
Papua New Guinea,2014,aggr,3121.0,Administration,211,2112,Enforcement,,,
Papua New Guinea,2014,aggr,6589.9,Administration,211,2113,Southern Region,,,
Papua New Guinea,2014,aggr,5789.9,Administration,211,2114,Northern Region,,,
Papua New Guinea,2014,aggr,5390.2,Administration,211,2115,Islands Region,,,
Papua New Guinea,2014,aggr,4722.4,Administration,211,2116,Information and Communication Technology,,,
Papua New Guinea,2014,aggr,777.0,Administration,211,2117,PNG Customs Modernisation Services,,,
Papua New Guinea,2014,aggr,2817.4,Administration,211,2118,Executive Unit,,,
Papua New Guinea,2014,aggr,1611.4,Administration,211,2119,Office Of Commissioner,,,
Papua New Guinea,2014,aggr,5807.4,Administration,211,21191,Corporate Services,,,
Papua New Guinea,2014,aggr,1687.3,Administration,211,21192,Border Management,,,
Papua New Guinea,2014,aggr,1071.9,Administration,211,21193,Internal Audits,,,
Papua New Guinea,2014,aggr,1393.0,Administration,211,21194,Internal Affairs,,,
Papua New Guinea,2014,aggr,2058.2,Administration,211,21195,Container Examination Facility,,,
Papua New Guinea,2014,aggr,10000.0,Administration,211,21196,Customs Container Scanning Equipment Purchase,,,
Papua New Guinea,2014,aggr,5000.0,Administration,211,21197,Customs Institutional Housing,,,
Papua New Guinea,2014,aggr,3000.0,Administration,211,21198,Automated System for Customs Data (ASYCUDA),,,
Papua New Guinea,2013,aggr,19429.1,Administration,212,,Information Technology Division,,0.1,
Papua New Guinea,2012,aggr,17570.2,Administration,212,,Information Technology Division,,,
Papua New Guinea,2014,aggr,19778.8,Administration,212,,Information Technology Division,,0.0,
Papua New Guinea,2013,aggr,23322.8,Administration,213,,PNG Fire Services,,0.0,
Papua New Guinea,2012,aggr,24311.1,Administration,213,,PNG Fire Services,,,
Papua New Guinea,2014,aggr,22616.4,Administration,213,,PNG Fire Services,,0.0,
Papua New Guinea,2012,aggr,4056.7,Administration,213,2131,Civil Fire Management,,,
Papua New Guinea,2012,aggr,10945.0,Administration,213,2132,Fire Fighting Brigade Operations,,,
Papua New Guinea,2012,aggr,423.1,Administration,213,2133,Community Safety,,,
Papua New Guinea,2012,aggr,1167.5,Administration,213,2134,Training College,,,
Papua New Guinea,2012,aggr,624.7,Administration,213,2135,Corporate Services Division,,,
Papua New Guinea,2012,aggr,2366.6,Administration,213,2136,Strengthening of Civil Fire Services,,,
Papua New Guinea,2012,aggr,0.0,Administration,213,2137,Rationalisation of PNG Emergency Services,,,
Papua New Guinea,2012,aggr,606.1,Administration,213,2138,NCD Command,,,
Papua New Guinea,2012,aggr,603.5,Administration,213,2139,Momase/Highlands Command,,,
Papua New Guinea,2012,aggr,215.8,Administration,213,21391,Southern/Islands Command,,,
Papua New Guinea,2012,aggr,303.7,Administration,213,21392,Finance and Information Technology,,,
Papua New Guinea,2012,aggr,0.0,Administration,213,21393,Highlands Command,,,
Papua New Guinea,2012,aggr,0.0,Administration,213,21394,Islands Command,,,
Papua New Guinea,2012,aggr,2998.4,Administration,213,21395,"Construction, Rehabilitation & Upgrading of 14 Fire Stns",,,
Papua New Guinea,2013,aggr,3313.4,Administration,213,2131,Civil Fire Management,,,
Papua New Guinea,2013,aggr,9926.7,Administration,213,2132,Fire Fighting Brigade Operations,,,
Papua New Guinea,2013,aggr,503.1,Administration,213,2133,Community Safety,,,
Papua New Guinea,2013,aggr,960.6,Administration,213,2134,Training College,,,
Papua New Guinea,2013,aggr,784.7,Administration,213,2135,Corporate Services Division,,,
Papua New Guinea,2013,aggr,1750.9,Administration,213,2136,Strengthening of Civil Fire Services,,,
Papua New Guinea,2013,aggr,225.9,Administration,213,2137,Rationalisation of PNG Emergency Services,,,
Papua New Guinea,2013,aggr,441.8,Administration,213,2138,NCD Command,,,
Papua New Guinea,2013,aggr,715.8,Administration,213,2139,Momase/Highlands Command,,,
Papua New Guinea,2013,aggr,229.2,Administration,213,21391,Southern/Islands Command,,,
Papua New Guinea,2013,aggr,435.0,Administration,213,21392,Finance and Information Technology,,,
Papua New Guinea,2013,aggr,348.3,Administration,213,21393,Highlands Command,,,
Papua New Guinea,2013,aggr,687.4,Administration,213,21394,Islands Command,,,
Papua New Guinea,2013,aggr,3000.0,Administration,213,21395,"Construction, Rehabilitation & Upgrading of 14 Fire Stns",,,
Papua New Guinea,2013,aggr,3345.3,Administration,213,2131,Civil Fire Management,,,
Papua New Guinea,2013,aggr,9276.7,Administration,213,2132,Fire Fighting Brigade Operations,,,
Papua New Guinea,2013,aggr,412.5,Administration,213,2133,Community Safety,,,
Papua New Guinea,2013,aggr,855.5,Administration,213,2134,Training College,,,
Papua New Guinea,2013,aggr,742.8,Administration,213,2135,Corporate Services Division,,,
Papua New Guinea,2013,aggr,210.0,Administration,213,2136,Strengthening of Civil Fire Services,,,
Papua New Guinea,2013,aggr,231.5,Administration,213,2137,Rationalisation of PNG Emergency Services,,,
Papua New Guinea,2013,aggr,453.5,Administration,213,2138,NCD Command,,,
Papua New Guinea,2013,aggr,524.6,Administration,213,2139,Momase/Highlands Command,,,
Papua New Guinea,2013,aggr,234.9,Administration,213,21391,Southern/Islands Command,,,
Papua New Guinea,2013,aggr,445.9,Administration,213,21392,Finance and Information Technology,,,
Papua New Guinea,2013,aggr,357.0,Administration,213,21393,Highlands Command,,,
Papua New Guinea,2013,aggr,526.2,Administration,213,21394,Islands Command,,,
Papua New Guinea,2013,aggr,5000.0,Administration,213,21395,"Construction, Rehabilitation & Upgrading of 14 Fire Stns",,,
Papua New Guinea,2013,aggr,8665.5,Administration,215,,PNG Immigration and Citizenship Services,,-0.1,
Papua New Guinea,2012,aggr,9303.8,Administration,215,,PNG Immigration and Citizenship Services,,,
Papua New Guinea,2014,aggr,8665.5,Administration,215,,PNG Immigration and Citizenship Services,,0.0,
Papua New Guinea,2013,aggr,51896.2,Administration,216,,Internal Revenue Commission,,0.2,
Papua New Guinea,2012,aggr,41411.0,Administration,216,,Internal Revenue Commission,,,
Papua New Guinea,2014,aggr,76235.0,Administration,216,,Internal Revenue Commission,,0.5,
Papua New Guinea,2012,aggr,16251.2,Administration,216,2161,Assessment & Collection of Income Tax,,,
Papua New Guinea,2012,aggr,25159.8,Administration,216,2162,General Administration,,,
Papua New Guinea,2013,aggr,23713.3,Administration,216,2161,Assessment & Collection of Income Tax,,,
Papua New Guinea,2013,aggr,28182.9,Administration,216,2162,General Administration,,,
Papua New Guinea,2014,aggr,38657.4,Administration,216,2161,Assessment & Collection of Income Tax,,,
Papua New Guinea,2014,aggr,37577.4,Administration,216,2162,General Administration,,,
Papua New Guinea,2013,aggr,91480.5,Administration,217,,Department of Foreign Affairs and Trade,,0.4,
Papua New Guinea,2012,aggr,67161.3,Administration,217,,Department of Foreign Affairs and Trade,,,
Papua New Guinea,2014,aggr,127110.1,Administration,217,,Department of Foreign Affairs and Trade,,0.4,
Papua New Guinea,2012,aggr,50444.9,Administration,217,2171,Government Representation Abroad,,,
Papua New Guinea,2012,aggr,8634.2,Administration,217,2172,Policy Formulation and General Admnistration,,,
Papua New Guinea,2012,aggr,1194.8,Administration,217,2173,Minister's Admin Support Services,,,
Papua New Guinea,2012,aggr,1141.4,Administration,217,2174,Protocol Services,,,
Papua New Guinea,2012,aggr,2842.9,Administration,217,2175,Bi-Lateral Relations Management,,,
Papua New Guinea,2012,aggr,2048.6,Administration,217,2176,Economic Affairs & Developt Cooperation,,,
Papua New Guinea,2012,aggr,854.5,Administration,217,2177,Trade,,,
Papua New Guinea,2012,aggr,0.0,Administration,217,2178,Regional Development Grant to the Solomon's,,,
Papua New Guinea,2012,aggr,0.0,Administration,217,2179,Republic of Fiji General Elections,,,
Papua New Guinea,2012,aggr,0.0,Administration,217,21791,Regional Development Assistance To Pacific Countries,,,
Papua New Guinea,2013,aggr,76863.5,Administration,217,2171,Government Representation Abroad,,,
Papua New Guinea,2013,aggr,5562.4,Administration,217,2172,Policy Formulation and General Admnistration,,,
Papua New Guinea,2013,aggr,1209.0,Administration,217,2173,Minister's Admin Support Services,,,
Papua New Guinea,2013,aggr,1358.0,Administration,217,2174,Protocol Services,,,
Papua New Guinea,2013,aggr,3053.1,Administration,217,2175,Bi-Lateral Relations Management,,,
Papua New Guinea,2013,aggr,1404.9,Administration,217,2176,Economic Affairs & Developt Cooperation,,,
Papua New Guinea,2013,aggr,2029.6,Administration,217,2177,Trade,,,
Papua New Guinea,2013,aggr,0.0,Administration,217,2178,Regional Development Grant to the Solomon's,,,
Papua New Guinea,2013,aggr,0.0,Administration,217,2179,Republic of Fiji General Elections,,,
Papua New Guinea,2013,aggr,0.0,Administration,217,21791,Regional Development Assistance To Pacific Countries,,,
Papua New Guinea,2014,aggr,57486.0,Administration,217,2171,Government Representation Abroad,,,
Papua New Guinea,2014,aggr,5453.8,Administration,217,2172,Policy Formulation and General Admnistration,,,
Papua New Guinea,2014,aggr,1239.2,Administration,217,2173,Minister's Admin Support Services,,,
Papua New Guinea,2014,aggr,1364.7,Administration,217,2174,Protocol Services,,,
Papua New Guinea,2014,aggr,3095.8,Administration,217,2175,Bi-Lateral Relations Management,,,
Papua New Guinea,2014,aggr,1416.0,Administration,217,2176,Economic Affairs & Developt Cooperation,,,
Papua New Guinea,2014,aggr,2054.6,Administration,217,2177,Trade,,,
Papua New Guinea,2014,aggr,20000.0,Administration,217,2178,Regional Development Grant to the Solomon's,,,
Papua New Guinea,2014,aggr,25000.0,Administration,217,2179,Republic of Fiji General Elections,,,
Papua New Guinea,2014,aggr,10000.0,Administration,217,21791,Regional Development Assistance To Pacific Countries,,,
Papua New Guinea,2013,aggr,6845.8,Law & Order,218,,Office of the Public Prosecutor,,,
Papua New Guinea,2012,aggr,6695.3,Law & Order,218,,Office of the Public Prosecutor,,,
