Country,Year,Type,Value,Sector,Department,Programme,Sub-Programme,Name,Notes,Changes
Kiribati,2002,aggr,870008.74,General public services ,Ministry of Internal and Social Affairs,Assistance to Local Governments,,Assistance to Local Governments,,
Kiribati,2002,aggr,,General public services ,Ministry of Internal and Social Affairs,Civil Registration,,Civil Registration,,
Kiribati,2002,aggr,641225.55,General public services ,Ministry of Internal and Social Affairs,Land Adminstration,,Land Adminstration,,
Kiribati,2002,aggr,,General public services ,Ministry of Internal and Social Affairs,NA,,NA,,
Kiribati,2002,aggr,486061.06,General public services ,Ministry of Internal and Social Affairs,Policy Development,,Policy Development,,
Kiribati,2002,aggr,802017.8,General public services ,Ministry of Internal and Social Affairs,Promoting Rural Development,,Promoting Rural Development,,
Kiribati,2002,aggr,2800664.78,General public services ,Ministry of Line and Phoenix Island Development,,,Ministry of Line and Phoenix Island Development,,
Kiribati,2002,aggr,758911.51,General public services ,Ministry of Line and Phoenix Island Development,Administration & Policy Development,,Administration & Policy Development,,
Kiribati,2002,aggr,,General public services ,Ministry of Line and Phoenix Island Development,Civil Engineering,,Civil Engineering,,
Kiribati,2002,aggr,,General public services ,Ministry of Line and Phoenix Island Development,Civil Unit,,Civil Unit,,
Kiribati,2002,aggr,599894.26,General public services ,Ministry of Line and Phoenix Island Development,Development Planning Unit,,Development Planning Unit,,
Kiribati,2002,aggr,427314.06,General public services ,Ministry of Line and Phoenix Island Development,Electricity Distribution,,Electricity Distribution,,
Kiribati,2002,aggr,69792.39,General public services ,Ministry of Line and Phoenix Island Development,Electricity Generation,,Electricity Generation,,
Kiribati,2002,aggr,155220.82,General public services ,Ministry of Line and Phoenix Island Development,Finance Management,,Finance Management,,
Kiribati,2002,aggr,104245.77,General public services ,Ministry of Line and Phoenix Island Development,Housing,,Housing,,
Kiribati,2002,aggr,,General public services ,Ministry of Line and Phoenix Island Development,Information Technology,,Information Technology,,
Kiribati,2002,aggr,,General public services ,Ministry of Line and Phoenix Island Development,IT Services,,IT Services,,
Kiribati,2002,aggr,138471.02,General public services ,Ministry of Line and Phoenix Island Development,Public Works Development,,Public Works Development,,
Kiribati,2002,aggr,385333.84,General public services ,Ministry of Line and Phoenix Island Development,Solar Salt Unit,,Solar Salt Unit,,
Kiribati,2002,aggr,161481.11,General public services ,Ministry of Line and Phoenix Island Development,Water Supply,,Water Supply,,
Kiribati,2002,aggr,2082083.78,General public services ,Office of Te Beretitenti,,,Office of Te Beretitenti,,
Kiribati,2002,aggr,1992316.6,General public services ,Office of Te Beretitenti,Administration and Policy Development,,Administration and Policy Development,,
Kiribati,2002,aggr,,General public services ,Office of Te Beretitenti,Land Grievances Registration Tribunal,,Land Grievances Registration Tribunal,,
Kiribati,2002,aggr,89767.18,General public services ,Office of Te Beretitenti,Support to the Beretitenti,,Support to the Beretitenti,,
Kiribati,2002,aggr,8926008.65,General public services ,Other Government Expenses,,,Other Government Expenses,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,25th Ann. Indp. - OB,,25th Ann. Indp. - OB,,
Kiribati,2002,aggr,5971.5,General public services ,Other Government Expenses,Commission of Enquiry,,Commission of Enquiry,,
Kiribati,2002,aggr,9172,General public services ,Other Government Expenses,Construction of HMLPID House,,Construction of HMLPID House,,
Kiribati,2002,aggr,202177.35,General public services ,Other Government Expenses,Contribution (MFAI),,Contribution (MFAI),,
Kiribati,2002,aggr,91332.8,General public services ,Other Government Expenses,Council Charges,,Council Charges,,
Kiribati,2002,aggr,170746.32,General public services ,Other Government Expenses,Elections,,Elections,,
Kiribati,2002,aggr,15991.3,General public services ,Other Government Expenses,Ferry Services to Islands,,Ferry Services to Islands,,
Kiribati,2002,aggr,621748.19,General public services ,Other Government Expenses,Gov. Buildings Repair & Maint.,,Gov. Buildings Repair & Maint.,,
Kiribati,2002,aggr,0,General public services ,Other Government Expenses,Gov. O/S with PVU,,Gov. O/S with PVU,,
Kiribati,2002,aggr,1441315.91,General public services ,Other Government Expenses,Land Rent,,Land Rent,,
Kiribati,2002,aggr,0,General public services ,Other Government Expenses,Local Total,,Local Total,,
Kiribati,2002,aggr,2237564,General public services ,Other Government Expenses,MCTTD,,MCTTD,,
Kiribati,2002,aggr,0,General public services ,Other Government Expenses,MELAD,,MELAD,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,MEYSD,,MEYSD,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,MFED,,MFED,,
Kiribati,2002,aggr,179244.05,General public services ,Other Government Expenses,MHMS,,MHMS,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,MISA 1,,MISA 1,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,NA,,NA,,
Kiribati,2002,aggr,20662.98,General public services ,Other Government Expenses,National Disaster,,National Disaster,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,OB 2,,OB 2,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,Other Payments - MFMRD,,Other Payments - MFMRD,,
Kiribati,2002,aggr,10400,General public services ,Other Government Expenses,Other Payments - MISA,,Other Payments - MISA,,
Kiribati,2002,aggr,484842.89,General public services ,Other Government Expenses,Other Payments - OB,,Other Payments - OB,,
Kiribati,2002,aggr,1613947.46,General public services ,Other Government Expenses,PSO,,PSO,,
Kiribati,2002,aggr,1820891.9,General public services ,Other Government Expenses,Sal. KPF Pen. Contribution,,Sal. KPF Pen. Contribution,,
Kiribati,2002,aggr,,General public services ,Other Government Expenses,Secondary Mission Schools,,Secondary Mission Schools,,
Kiribati,2002,aggr,130041.15,General public services ,Public Debt,,,Public Debt,,
Kiribati,2002,aggr,130041.15,General public services ,Public Debt,Debt Servicing,,Debt Servicing,,
Kiribati,2002,aggr,133934.74,General public services ,Public Service Commission,,,Public Service Commission,,
Kiribati,2002,aggr,133934.74,General public services ,Public Service Commission,Servicing PSC,,Servicing PSC,,
Kiribati,2002,aggr,1091266.2,General public services ,Public Service Office,,,Public Service Office,,
Kiribati,2002,aggr,,General public services ,Public Service Office,Administration and Policy Development,,Administration and Policy Development,,
Kiribati,2002,aggr,,General public services ,Public Service Office,Human Resource Management,,Human Resource Management,,
Kiribati,2002,aggr,479366.89,General public services ,Public Service Office,Human Resource Planning and Development,,Human Resource Planning and Development,,
Kiribati,2002,aggr,611899.31,General public services ,Public Service Office,Information Technology Services,,Information Technology Services,,
Kiribati,2002,aggr,11618730.87,Health ,,,,Health ,,
Kiribati,2002,aggr,1019662.36,Health ,Administration,,,Administration,,
Kiribati,2002,aggr,244734.56,Health ,Communicable Disease Control,,,Communicable Disease Control,,
Kiribati,2002,aggr,,Health ,Dental Serives,,,Dental Serives,,
Kiribati,2002,aggr,374680.45,Health ,Dental Services,,,Dental Services,,
Kiribati,2002,aggr,222189.08,Health ,HIV and AIDS,,,HIV and AIDS,,
Kiribati,2002,aggr,292622,Health ,Laboratory Services,,,Laboratory Services,,
Kiribati,2002,aggr,295212.89,Health ,Linnix Services,,,Linnix Services,,
Kiribati,2002,aggr,3958391.57,Health ,Nursing Care and Medical Training,,,Nursing Care and Medical Training,,
Kiribati,2002,aggr,241926.02,Health ,Nursing Services,,,Nursing Services,,
Kiribati,2002,aggr,364971.18,Health ,Pharmacy and Medical Stores,,,Pharmacy and Medical Stores,,
Kiribati,2002,aggr,2162042.86,Health ,Physiotherapy Services,,,Physiotherapy Services,,
Kiribati,2002,aggr,366394.51,Health ,Public Health Services - Curative,,,Public Health Services - Curative,,
Kiribati,2002,aggr,1160600.27,Health ,Public Health Services - Preventative,,,Public Health Services - Preventative,,
Kiribati,2002,aggr,229480.41,Health ,Radiology,,,Radiology,,
Kiribati,2002,aggr,685822.71,Health ,Support Services,,,Support Services,,
Kiribati,2002,aggr,6898680.94,Public order and safety ,,,,Public order and safety ,,
Kiribati,2002,aggr,1284180.46,Public order and safety ,Judiciary,,,Judiciary,,
Kiribati,2002,aggr,294722.98,Public order and safety ,Judiciary,Administration and Policy Support,,Administration and Policy Support,,
Kiribati,2002,aggr,375204.47,Public order and safety ,Judiciary,Judicial Services,,Judicial Services,,
Kiribati,2002,aggr,91258.76,Public order and safety ,Judiciary,Legal and Support Services,,Legal and Support Services,,
Kiribati,2002,aggr,522994.25,Public order and safety ,Judiciary,Magisterial Services,,Magisterial Services,,
Kiribati,2002,aggr,473938.21,Public order and safety ,Office of the Attorney General,,,Office of the Attorney General,,
Kiribati,2002,aggr,136489.39,Public order and safety ,Office of the Attorney General,Civil Laws,,Civil Laws,,
Kiribati,2002,aggr,11667.1,Public order and safety ,Office of the Attorney General,Company Registration,,Company Registration,,
Kiribati,2002,aggr,117431.36,Public order and safety ,Office of the Attorney General,Criminal Prosecution,,Criminal Prosecution,,
Kiribati,2002,aggr,47291.32,Public order and safety ,Office of the Attorney General,Law Revision,,Law Revision,,
Kiribati,2002,aggr,161059.04,Public order and safety ,Office of the Attorney General,Policy Development,,Policy Development,,
Kiribati,2002,aggr,5140562.27,Public order and safety ,Police and Prisons,,,Police and Prisons,,
Kiribati,2002,aggr,134214.63,Public order and safety ,Police and Prisons,Airport and Domestic Fire Services,,Airport and Domestic Fire Services,,
Kiribati,2002,aggr,305324.12,Public order and safety ,Police and Prisons,Custody and Supervision of Prisoners,,Custody and Supervision of Prisoners,,
Kiribati,2002,aggr,378074.57,Public order and safety ,Police and Prisons,Investigation Prosecution and Intelligence,,Investigation Prosecution and Intelligence,,
Kiribati,2002,aggr,1857804.04,Public order and safety ,Police and Prisons,Maintenance of Law and Order,,Maintenance of Law and Order,,
Kiribati,2002,aggr,2131098.4,Public order and safety ,Police and Prisons,Policy Services,,Policy Services,,
Kiribati,2002,aggr,334046.51,Public order and safety ,Police and Prisons,Surveillance of EEZ,,Surveillance of EEZ,,
Kiribati,2002,aggr,86949.72,Recreation culture and religion ,,,,Public order and safety ,,
Kiribati,2002,aggr,86949.72,Recreation culture and religion ,Ministry of Environment Lands and Agriculture Development,Culture and Tradition,,Culture and Tradition,,
Kiribati,2002,aggr,,Recreation culture and religion ,Ministry of Internal and Social Affairs,,,Ministry of Internal and Social Affairs,,
Kiribati,2002,aggr,,Recreation culture and religion ,Ministry of Internal and Social Affairs,Cultural Affairs,,Cultural Affairs,,
Kiribati,2002,aggr,,Recreation culture and religion ,Ministry of Internal and Social Affairs,Youth and Sport,,Youth and Sport,,
Kiribati,2002,aggr,,Recreation culture and religion ,Other Government Expenses,Other Government Expenses,,Other Government Expenses,,
Kiribati,2002,aggr,,Recreation culture and religion ,Other Government Expenses,Other Payments - MEYS,,Other Payments - MEYS,,
Kiribati,2002,aggr,656948.08,Social protection ,,,,Social protection ,,
Kiribati,2002,aggr,656948.08,Social protection ,Ministry of Environment Lands and Agriculture Development1,,,Ministry of Environment Lands and Agriculture Development,,
Kiribati,2002,aggr,656948.08,Social protection ,Ministry of Environment Lands and Agriculture Development1,Social Welfare,,Social Welfare,,
Kiribati,2002,aggr,,Social protection ,Ministry of Internal and Social Affairs1,,,Ministry of Internal and Social Affairs,,
Kiribati,2002,aggr,,Social protection ,Ministry of Internal and Social Affairs1,Social Welfare,,Social Welfare,,
Kiribati,2002,aggr,,Social protection ,Ministry of Internal and Social Affairs1,Women Development Division,,Women Development Division,,
Kiribati,2002,aggr,110598004.8,,,,,,,
Kiribati,2003,aggr,28464204,Economic affairs ,,,,Economic affairs ,,
Kiribati,2003,aggr,1430675,Economic affairs ,Ministry of Commerce Industry and Cooperatives,,,Ministry of Commerce Industry and Cooperatives,,
Kiribati,2003,aggr,476958.19,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Business Promotion,,Business Promotion,,
Kiribati,2003,aggr,10870.17,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Business Regulation,,Business Regulation,,
Kiribati,2003,aggr,410432.7,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Policy Development,,Policy Development,,
Kiribati,2003,aggr,87494.31,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Promotion of Commerce Industry and Tourism in Kiribati,,Promotion of Commerce Industry and Tourism in Kiribati,,
Kiribati,2003,aggr,50,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Promotion of Foreign Investments,,Promotion of Foreign Investments,,
Kiribati,2003,aggr,221670.51,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Regulation and Christmas Island Development,,Regulation and Christmas Island Development,,
Kiribati,2003,aggr,223198.98,Economic affairs ,Ministry of Commerce Industry and Cooperatives,Services to Cooperatives,,Services to Cooperatives,,
Kiribati,2003,aggr,7550823,Economic affairs ,Ministry of Commerce Transport and Tourism Development,,,Ministry of Commerce Transport and Tourism Development,,
Kiribati,2003,aggr,803130.15,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Administration and Policy Development,,Administration and Policy Development,,
Kiribati,2003,aggr,569571.75,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Administration and Regulation of Civil Aviation,,Administration and Regulation of Civil Aviation,,
Kiribati,2003,aggr,,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Information Technology,,Information Technology,,
Kiribati,2003,aggr,350306.93,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Meteorological Information,,Meteorological Information,,
Kiribati,2003,aggr,4526890.45,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Operation of Airports,,Operation of Airports,,
Kiribati,2003,aggr,142490.69,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Philatelic Bureau,,Philatelic Bureau,,
Kiribati,2003,aggr,348373.66,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Postal Services,,Postal Services,,
Kiribati,2003,aggr,213142.06,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Printing Services,,Printing Services,,
Kiribati,2003,aggr,118476.54,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Promotion of Tourism,,Promotion of Tourism,,
Kiribati,2003,aggr,87247.17,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Safer Navigational Infrastructure,,Safer Navigational Infrastructure,,
Kiribati,2003,aggr,185092.57,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Search and Rescue,,Search and Rescue,,
Kiribati,2003,aggr,206100.65,Economic affairs ,Ministry of Commerce Transport and Tourism Development,Services to Shipping,,Services to Shipping,,
Kiribati,2003,aggr,1028750,Economic affairs ,Ministry of Environment Lands and Agriculture Development,,,Ministry of Environment Lands and Agriculture Development,,
Kiribati,2003,aggr,1028749.62,Economic affairs ,Ministry of Environment Lands and Agriculture Development,Services to Agriculture and Livestock,,Services to Agriculture and Livestock,,
Kiribati,2003,aggr,2316840,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,,,Ministry of Fisheries and Mineral Resource Development,,
Kiribati,2003,aggr,157017.86,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Information Technology ,,Information Technology ,,
Kiribati,2003,aggr,1361454.73,Economic affairs ,Ministry of Fisheries and Mineral Resource Development,Licensing and Fisheries,,Licensing and Fisheries,,
